Sale Start date,Sale End date,DSP,Sale Store Name,Sale Type,Sale User Type,Territory,Product UPC,Product Reference,Product Catalog Number,Product Label,Product Artist,Product Title,Asset Artist,Asset Title,Asset Version,Asset Duration,Asset ISRC,Asset Reference,Asset/Product,Product Quantity,Asset Quantity,Original Gross Income,Original currency,Exchange Rate,Converted Gross Income,Contract deal term,Reported Royalty,Currency,Report Run ID,Report ID,Sale ID
2022-02-25,2022-02-25,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693953033,5133805871,d2920f7b-69b5-410f-8d47-8238f700f5b1,GM MUSICA,Barbara Bluedeep,Espejismos,Barbara Bluedeep,Espejismos,,186,NLRD52082449,5133808818,Asset,,3,0.00204683,USD,0.89605,0.0018340620215,93%,0.001705677679995,EUR,7612,282492,8150203410
2022-02-26,2022-02-26,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693953033,5133805871,d2920f7b-69b5-410f-8d47-8238f700f5b1,GM MUSICA,Barbara Bluedeep,Espejismos,Barbara Bluedeep,Espejismos,,186,NLRD52082449,5133808818,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150289572
2022-02-19,2022-02-19,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693953750,5134523793,48489933-9bc4-4a74-83f0-ada49b8d2d5d,Julián González,Julián González,Noroeste,Julián González,Noroeste,,272,NLRD52082271,5134534336,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8149894360
2022-02-25,2022-02-25,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693953750,5134523793,48489933-9bc4-4a74-83f0-ada49b8d2d5d,Julián González,Julián González,Noroeste,Julián González,Noroeste,,272,NLRD52082271,5134534336,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150199138
2022-02-26,2022-02-26,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150265805
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,9,0.012402135,USD,0.89605,0.01111293306675,93%,0.01033502779688,EUR,7612,282492,8150375433
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,16,0.010936455,USD,0.89605,0.00979961050275,93%,0.00911363781236,EUR,7612,282492,8150375434
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,9,0.004768385,USD,0.89605,0.00427271137925,93%,0.003973621627505,EUR,7612,282492,8150375435
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,18,0.02479639,USD,0.89605,0.0222188052595,93%,0.020663488891335,EUR,7612,282492,8150482957
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,11,0.007510625,USD,0.89605,0.00672989553125,93%,0.006258802888865,EUR,7612,282492,8150482958
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,10,0.0052993,USD,0.89605,0.004748437765,93%,0.00441604712145,EUR,7612,282492,8150482959
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693953828,5134593295,e26eff17-a040-4ad9-be67-a65321f85589,YEYCA Beats,YEYCA Beats,ACELERA - Beat RKT,YEYCA Beats,ACELERA - RKT Instrumental,,170,NLRD52082359,5134596733,Asset,,1,0.00066586,USD,0.89605,0.000596643853,93%,0.00055487878329,EUR,7612,282492,8150482960
2022-02-25,2022-02-25,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,2,0.00136718,USD,0.89605,0.001225061639,93%,0.00113930732427,EUR,7612,282492,8150186101
2022-02-25,2022-02-25,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.00066586,USD,0.89605,0.000596643853,93%,0.00055487878329,EUR,7612,282492,8150186102
2022-02-26,2022-02-26,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.001378015,USD,0.89605,0.00123477034075,93%,0.0011483364617,EUR,7612,282492,8150251684
2022-02-26,2022-02-26,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,8,0.005465765,USD,0.89605,0.00489759872825,93%,0.004554766862075,EUR,7612,282492,8150251685
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,2,0.00275603,USD,0.89605,0.0024695406815,93%,0.002296672833795,EUR,7612,282492,8150362749
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,3,0.00205077,USD,0.89605,0.0018375924585,93%,0.001708960986405,EUR,7612,282492,8150362750
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150437858
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.001378015,USD,0.89605,0.00123477034075,93%,0.0011483364617,EUR,7612,282492,8150470102
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,3,0.0020488,USD,0.89605,0.00183582724,93%,0.0017073193332,EUR,7612,282492,8150470103
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693958847,5132527728,3794884c-0046-4297-aa91-96c5dca59df7,GM Producciones,Samuel Cisterna,No es el Final,Samuel Cisterna,No es el Final,,224,NLRD52082512,5142057277,Asset,,1,0.00066586,USD,0.89605,0.000596643853,93%,0.00055487878329,EUR,7612,282492,8150470104
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150001233
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150052330
2022-02-25,2022-02-25,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,1,0.001378015,USD,0.89605,0.00123477034075,93%,0.0011483364617,EUR,7612,282492,8150153312
2022-02-27,2022-02-27,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150294032
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,1,0.00068359,USD,0.89605,0.0006125308195,93%,0.000569653662135,EUR,7612,282492,8150403011
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,1,0.001378015,USD,0.89605,0.00123477034075,93%,0.0011483364617,EUR,7612,282492,8150416149
2022-02-28,2022-02-28,Youtube Music,Youtube Music,Video Stream (Audio + Video),,AR,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,1,0.001378015,USD,0.89605,0.00123477034075,93%,0.0011483364617,EUR,7612,282492,8150458969
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,5,0.031052125,USD,0.89605,0.02782425660625,93%,0.025876558688615,EUR,7612,282492,8154901047
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,1,0.003342105,USD,0.89605,0.00299469318525,93%,0.002785064707085,EUR,7612,282492,8154901048
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Amor bipolar,,196,NLRD52082230,5142053020,Asset,,1,0.006210425,USD,0.89605,0.00556485132125,93%,0.005175311773565,EUR,7612,282492,8154904995
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,2,0.01242085,USD,0.89605,0.0111297026425,93%,0.010350623457525,EUR,7612,282492,8154905300
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,intro,,42,NLRD52082333,5142053003,Asset,,1,0.006210425,USD,0.89605,0.00556485132125,93%,0.005175311773565,EUR,7612,282492,8154907669
2022-02-22,2022-02-22,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Decidido,,205,NLRD52082586,5142053007,Asset,,1,0.006210425,USD,0.89605,0.00556485132125,93%,0.005175311773565,EUR,7612,282492,8154912460
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,1,0.003342105,USD,0.89605,0.00299469318525,93%,0.002785064707085,EUR,7612,282492,8154915352
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,3,0.010487295,USD,0.89605,0.00939714068475,93%,0.00873934088162,EUR,7612,282492,8154915353
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Amor bipolar,,196,NLRD52082230,5142053020,Asset,,1,0.003495765,USD,0.89605,0.00313238022825,93%,0.002913113657075,EUR,7612,282492,8154916622
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,1,0.003342105,USD,0.89605,0.00299469318525,93%,0.002785064707085,EUR,7612,282492,8154919624
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,3,0.010487295,USD,0.89605,0.00939714068475,93%,0.00873934088162,EUR,7612,282492,8154919625
2022-02-23,2022-02-23,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,intro,,42,NLRD52082333,5142053003,Asset,,1,0.003495765,USD,0.89605,0.00313238022825,93%,0.002913113657075,EUR,7612,282492,8154920043
2022-02-24,2022-02-24,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,2,0.01242085,USD,0.89605,0.0111297026425,93%,0.010350623457525,EUR,7612,282492,8154925650
2022-02-24,2022-02-24,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,1,0.003342105,USD,0.89605,0.00299469318525,93%,0.002785064707085,EUR,7612,282492,8154925651
2022-02-24,2022-02-24,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Call me,,109,NLRD52082503,5142053002,Asset,,2,0.00699153,USD,0.89605,0.0062647604565,93%,0.005826227224545,EUR,7612,282492,8154925652
2022-02-24,2022-02-24,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,2,0.01242085,USD,0.89605,0.0111297026425,93%,0.010350623457525,EUR,7612,282492,8154928743
2022-02-24,2022-02-24,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,1,0.003342105,USD,0.89605,0.00299469318525,93%,0.002785064707085,EUR,7612,282492,8154928744
2022-02-24,2022-02-24,Youtube Music,Youtube Music,Video Stream (Audio + Video),,BG,8720693955099,5136998050,5a7543f7-b29e-4960-ad5f-5a42f5ffd710,BM,BM,Par de Temas,BM,Por ultima vez,,159,NLRD52082292,5142053009,Asset,,1,0.003495765,USD,0.89605,0.00313238022825,93%,0.002913113657075,EUR,7612,282492,8154928745
